"","Localidade","Variável","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020"
"1814","Reserva","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"565.626,55","661.944,75","678.627,00","675.264,22","777.816,98","803.417,17","871.344,50","1.021.850,18","978.866,01","1.156.139,36","1.462.124,13","1.735.516,07","1.731.289,89","1.741.610,82","1.685.817,68","1.680.138,13","2.229.829,13","2.333.071,88","2.701.457,22","2.796.532,27","3.352.862,04","3.505.087,06","3.130.811,33"
"1815","Reserva","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,31","2,47","1,44","2,21","1,91","1,95","2,53","2,15","2,51","1,93","2,15","2,44","2,55","2,14","2,48","2,16","2,94","3,71","2,77","1,86","2,67","3,29","3,97"
"1816","Reserva","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","39","39","39","39","39","39","39","39","39","39","39","39","39","39","39","0"
"1817","Reserva","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","32","32","32","32","32","32","32","32","32","32","32","32","32","32","32","0"
"1818","Reserva","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","0"
"1819","Reserva do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"75","251","436","418","317","494","517","447","545","485","575","454","370","474","545","409","371","406","514","462","558","574","430"
"1820","Reserva do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"19.426,49","72.556,63","176.695,87","162.131,32","138.162,68","260.281,87","236.057,67","236.997,01","267.969,74","226.761,43","349.519,76","393.489,32","274.048,39","336.131,88","517.092,14","364.941,26","325.115,09","389.134,17","499.544,44","461.934,30","930.916,31","583.955,06","572.935,47"
"1821","Reserva do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,67","0,4","1,83","2,39","1,89","1,21","1,74","2,01","1,65","1,24","2,09","3,96","2,97","2,32","2,2","1,96","2,16","1,97","1,17","2,38","3,05","2,61","2,33"
"1822","Reserva do Iguaçu","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1823","Reserva do Iguaçu","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1824","Reserva do Iguaçu","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1825","Ribeirão Claro","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"937","914","940","912","881","883","847","815","792","941","887","899","904","951","930","882","915","934","1.000","1.081","1.186","1.211","1.058"
"1826","Ribeirão Claro","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"258.584,16","290.336,66","361.950,52","328.589,41","354.017,94","463.262,11","515.803,36","358.271,67","410.073,64","496.813,73","614.813,84","738.408,78","660.960,41","792.020,84","724.934,94","621.740,19","828.637,60","967.225,95","907.472,90","1.191.858,85","1.852.228,50","1.526.393,66","1.256.612,45"
"1827","Ribeirão Claro","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,81","1,42","0,32","0,44","0,91","1,25","3,42","2,7","2,78","2,76","2,37","2,34","2,88","2,84","2,47","2,72","3,83","2,89","3,2","3,05","3,88","3,3","4,63"
"1828","Ribeirão Claro","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","55","55","55","55","55","55","55","55","55","55","55","55","55","54","54","54"
"1829","Ribeirão Claro","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","49","49","49","49","49","49","49","49","49","49","49","49","49","51","51","51"
"1830","Ribeirão Claro","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","6","6","6","6","6","6","6","6","6","6","6","6","6","3","3","3"
"1831","Ribeirão do Pinhal","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.283","1.272","1.327","1.243","1.133","1.199","1.155","1.197","1.266","1.446","1.855","1.339","1.415","1.348","1.413","1.392","1.393","1.487","1.648","1.589","1.713","1.786","1.588"
"1832","Ribeirão do Pinhal","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"354.238,18","429.106,81","515.041,60","522.068,43","507.290,13","694.011,31","640.738,73","722.483,82","894.445,68","939.984,69","1.237.131,25","1.224.379,37","1.193.280,81","1.130.215,01","1.328.578,77","1.575.644,75","1.470.285,68","1.717.039,94","1.941.526,54","1.714.073,26","2.133.340,58","1.933.840,68","2.076.018,97"
"1833","Ribeirão do Pinhal","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3,27","3,22","3,01","2,98","2,82","3,42","3,46","4,09","3,87","1,94","2,59","3,14","3,82","3,34","3,82","4,38","4,09","3,63","4,43","4,03","4,09","4,42","4,16"
"1834","Ribeirão do Pinhal","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","63","63","63","63","63","63","63","63","49","49","49","49","49","49","49","49"
"1835","Ribeirão do Pinhal","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","59","59","59","59","59","59","59","59","45","45","44","44","44","44","44","44"
"1836","Ribeirão do Pinhal","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5"
"1837","Rio Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"870","943","989","1.117","1.134","1.138","1.012","1.025","947","1.024","1.191","1.359","1.493","1.250","1.255","1.215","1.283","1.318","1.099","1.167","1.275","1.340","1.082"
"1838","Rio Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"230.314,22","275.600,31","346.719,31","416.105,61","465.575,03","480.842,44","544.660,71","648.289,29","564.716,03","637.733,91","843.051,17","962.083,98","1.101.128,71","1.246.152,59","1.106.717,54","1.274.780,42","1.115.730,67","1.275.217,82","1.293.020,18","1.290.850,27","1.468.363,95","1.387.407,13","1.393.250,93"
"1839","Rio Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,53","1,8","1,82","2,15","2,29","1,76","1,98","3,22","2,22","1,27","2,27","1,77","1,27","1,92","1,75","2,55","2,03","2,58","3,18","2,31","3,37","3,21","1,85"
"1840","Rio Azul","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","47","47","47","47","47","47","47","47","47","47","47","47","47","55","55","55"
"1841","Rio Azul","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","32","32","32","32","32","32","32","32","32","32","32","32","32","52","52","52"
"1842","Rio Azul","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","15","15","15","15","15","15","15","15","15","15","15","15","15","3","3","3"
"1843","Rio Bom","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"326","239","206","284","346","249","234","235","244","252","208","210","211","196","209","241","246","220","250","299","303","307","182"
"1844","Rio Bom","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"92.766,36","105.589,18","101.726,44","147.053,54","225.629,36","186.036,67","200.901,79","242.781,70","215.786,57","231.372,33","204.446,21","222.683,53","338.274,20","293.831,06","317.019,01","397.489,32","400.529,22","302.302,27","504.461,54","718.202,54","712.501,84","637.292,22","337.685,41"
"1845","Rio Bom","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3,07","1,26","3,4","2,46","3,76","6,83","2,56","2,98","4,1","5,56","6,25","3,81","9,48","5,61","7,66","6,22","5,69","7,27","5,6","5,69","6,93","9,45","8,24"
"1846","Rio Bom","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1847","Rio Bom","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1848","Rio Bom","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1849","Rio Bonito do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.120","1.164","1.229","1.178","1.045","1.155","934","921","1.013","1.129","1.090","1.187","1.094","877","837","800","901","1.009","1.014","1.088","1.286","1.137","953"
"1850","Rio Bonito do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"252.359,99","324.505,25","417.510,41","417.042,38","433.239,67","531.731,14","517.263,28","456.226,87","615.520,94","661.371,03","685.415,25","817.820,63","804.939,78","811.789,96","738.428,23","790.930,15","714.265,42","988.726,98","1.023.288,61","1.222.841,08","1.394.999,12","1.161.053,92","1.196.375,74"
"1851","Rio Bonito do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,43","1,46","1,95","1,27","1,34","2,42","2,25","1,09","1,58","1,77","1,83","2,61","2,38","2,39","4,06","2,13","2,66","2,08","2,96","3,22","3,58","3,25","4,09"
"1852","Rio Bonito do Iguaçu","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1853","Rio Bonito do Iguaçu","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1854","Rio Bonito do Iguaçu","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1855","Rio Branco do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"196","306","226","232","184","156","224","197","231","212","241","253","191","214","234","230","288","219","296","238","220","265","178"
"1856","Rio Branco do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"66.934,50","113.982,29","102.777,72","90.042,70","90.283,15","93.883,83","123.751,89","126.323,97","140.760,85","149.437,71","221.288,30","267.493,10","283.985,85","404.955,67","394.573,07","346.424,50","426.341,81","369.032,62","422.046,42","457.075,39","582.866,75","720.718,49","360.529,91"
"1857","Rio Branco do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,55","0,65","2,21","1,29","2,72","5,13","2,23","2,54","3,46","3,3","2,07","2,37","3,14","6,07","5,98","6,52","5,56","5,94","4,05","4,62","4,55","3,77","4,49"
"1858","Rio Branco do Ivaí","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1859","Rio Branco do Ivaí","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1860","Rio Branco do Ivaí","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1861","Rio Branco do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"2.451","2.498","2.724","2.826","2.870","3.026","2.956","2.600","2.382","2.320","2.194","2.425","3.569","2.637","2.305","2.654","2.453","2.957","3.144","3.343","3.577","3.515","2.875"
"1862","Rio Branco do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"1.064.159,98","1.353.197,99","1.376.548,49","1.567.376,08","1.493.620,68","1.834.009,28","1.882.318,63","1.771.014,84","1.602.260,98","1.976.158,98","2.215.043,53","2.824.286,65","3.286.904,29","3.105.702,44","2.931.721,80","3.580.928,74","2.943.447,35","3.986.209,05","4.603.914,96","5.169.761,58","5.105.658,71","5.931.251,86","5.164.385,03"
"1863","Rio Branco do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,33","1,96","1,73","1,7","1,88","2,35","2,4","2,62","3,57","2,84","2,46","3,05","2,35","3,26","3,17","3,58","2,89","2,4","2,45","2,6","3,3","2,73","3,69"
"1864","Rio Branco do Sul","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","50","50","50","50","55","55","55","55","55","55","30","30","30","30","30","30"
"1865","Rio Branco do Sul","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","50","50","50","50","55","55","55","55","55","55","30","30","30","30","30","30"
"1866","Rio Branco do Sul","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1867","Rio Negro","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"2.318","2.738","2.511","2.385","2.233","2.073","2.273","2.161","1.959","1.726","1.874","2.041","2.167","2.095","2.312","1.966","1.920","2.493","2.712","2.822","2.880","2.533","2.089"
"1868","Rio Negro","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"620.987,73","907.128,97","921.551,53","1.018.231,10","1.065.712,38","1.151.387,85","1.193.751,59","1.233.138,14","1.208.626,71","1.351.955,89","1.676.762,60","2.205.681,17","2.549.329,15","2.320.653,70","2.759.244,25","2.762.965,05","2.679.647,86","3.390.390,64","4.499.896,07","4.293.940,60","5.096.716,01","4.187.280,35","3.770.901,79"
"1869","Rio Negro","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,46","2,63","3,23","3,1","3,4","3,14","2,99","2,78","3,11","3,07","3,63","5,19","4,25","3,58","4,02","3,97","5","4,05","4,02","4","3,82","3,99","5,03"
"1870","Rio Negro","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","88","88","88","88","88","88","84","84","62","30","30","30","30","30","30","30"
"1871","Rio Negro","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","72","72","72","72","72","72","66","66","53","27","27","27","27","27","27","27"
"1872","Rio Negro","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","16","16","16","16","16","16","18","18","9","3","3","3","3","3","3","3"
"1873","Rolândia","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"3.825","4.376","4.426","4.355","3.804","3.873","3.562","3.718","3.739","3.559","3.523","3.681","3.653","3.727","3.700","3.495","3.418","3.602","4.484","4.897","5.378","6.066","5.864"
"1874","Rolândia","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"1.135.911,51","1.711.687,64","1.949.979,79","2.117.401,25","2.068.353,90","2.215.497,45","2.370.495,35","2.443.865,87","2.748.236,23","2.942.930,16","3.389.436,78","4.037.614,37","4.006.680,97","3.988.304,83","4.431.024,45","4.587.835,27","4.757.828,31","4.846.250,59","5.668.248,39","6.968.203,94","8.422.137,63","8.338.620,16","9.447.483,34"
"1875","Rolândia","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,38","2,22","1,92","2,76","2,5","2,71","2,81","2,82","3,74","3,12","3,09","3,29","4,38","4,59","5,43","5,64","6,11","5,47","4,5","4,31","4,37","3,89","5,24"
"1876","Rolândia","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","250","250","202","212","211","211","211","209","212","212","212","213","213","213","213","213"
"1877","Rolândia","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","221","221","186","196","195","195","195","192","197","197","197","197","197","197","206","206"
"1878","Rolândia","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","29","29","16","16","16","16","16","17","15","15","15","16","16","16","7","7"
"1879","Roncador","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.037","1.063","1.378","1.363","1.086","1.137","1.340","1.236","1.251","1.148","1.220","1.346","1.236","614","538","329","862","967","961","875","1.089","1.059","1.003"
"1880","Roncador","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"366.650,40","462.834,57","606.790,17","505.376,66","453.298,65","458.192,17","615.788,66","634.487,93","692.363,49","702.110,00","724.878,65","978.728,29","994.929,82","566.651,57","746.327,50","556.363,75","1.006.650,68","1.084.401,16","974.100,31","1.076.430,16","1.375.111,97","1.264.427,17","1.228.857,33"
